#Name, City, Country, IATA, ICAO, Latitude, Logtitude, Altitude, Timezone, DST
Rotterdam The Hague Airport,Rotterdam,Netherlands,RTM,EHRD,51.956902,4.43722,-15,1,E
Cork Airport,Cork,Ireland,ORK,EICK,51.84130096435547,-8.491109848022461,502,0,E
Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242,0,E
Ireland West Knock Airport,Connaught,Ireland,NOC,EIKN,53.910301208496094,-8.818490028381348,665,0,E
Kerry Airport,Kerry,Ireland,KIR,EIKY,52.18090057373047,-9.52377986907959,112,0,E
Shannon Airport,Shannon,Ireland,SNN,EINN,52.702,-8.92482,46,0,E
Waterford Airport,Waterford,Ireland,WAT,EIWF,52.187198638916016,-7.0869598388671875,119,0,E
Aarhus Airport,Aarhus,Denmark,AAR,EKAH,56.2999992371,10.619000434899998,82,1,E
Billund Airport,Billund,Denmark,BLL,EKBI,55.7402992249,9.15178012848,247,1,E
Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,EKCH,55.617900848389,12.656000137329,17,1,E
Esbjerg Airport,Esbjerg,Denmark,EBJ,EKEB,55.525902,8.55388,97,1,E
Karup Airport,Karup,Denmark,KRP,EKKA,56.29750061035156,9.124629974365234,170,1,E
Bornholm Airport,Ronne,Denmark,RNN,EKRN,55.06330108642578,14.759599685668945,52,1,E
Soenderborg Airport,Soenderborg,Denmark,SGD,EKSB,54.96440124511719,9.791729927062988,24,1,E
Vagar Airport,Vagar,Faroe Islands,FAE,EKVG,62.0635986328125,-7.277219772338867,280,0,E
Aalborg Airport,Aalborg,Denmark,AAL,EKYT,57.0927589138,9.84924316406,10,1,E
Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,ELLX,49.6233333,6.2044444,1234,1,E
Alesund Airport,Alesund,Norway,AES,ENAL,62.5625,6.119699954986572,69,1,E
Andoya Airport,Andoya,Norway,ANX,ENAN,69.292503356934,16.144199371338,43,1,E
Alta Airport,Alta,Norway,ALF,ENAT,69.976097106934,23.371700286865,9,1,E
Bronnoysund Airport,Bronnoysund,Norway,BNN,ENBN,65.461097717285,12.217499732971,25,1,E
Bodo Airport,Bodo,Norway,BOO,ENBO,67.26920318603516,14.365300178527832,42,1,E
Bergen Airport Flesland,Bergen,Norway,BGO,ENBR,60.29339981,5.218140125,170,1,E
Batsfjord Airport,Batsfjord,Norway,BJF,ENBS,70.60050201416,29.691400527954,490,1,E
Kristiansand Airport,Kristiansand,Norway,KRS,ENCN,58.204201,8.08537,57,1,E
Bardufoss Airport,Bardufoss,Norway,BDU,ENDU,69.055801391602,18.540399551392,252,1,E
Harstad/Narvik Airport,Evenes,Norway,EVE,ENEV,68.491302490234,16.678100585938,84,1,E
Floro Airport,Floro,Norway,FRO,ENFL,61.583599090576,5.0247201919556,37,1,E
Oslo Lufthavn,Oslo,Norway,OSL,ENGM,60.121,11.0502,681,1,E
Haugesund Airport,Haugesund,Norway,HAU,ENHD,59.34529876709,5.2083601951599,86,1,E
Hasvik Airport,Hasvik,Norway,HAA,ENHK,70.486701965332,22.139699935913,21,1,E
Kristiansund Airport (Kvernberget),Kristiansund,Norway,KSU,ENKB,63.111801147461,7.824520111084,204,1,E
Kirkenes Airport,Kirkenes,Norway,KKN,ENKR,69.725799560547,29.891300201416,283,1,E
Molde Airport,Molde,Norway,MOL,ENML,62.744701385498,7.2624998092651,10,1,E
Mosjoen Airport,Mosjoen,Norway,MJF,ENMS,65.783996582031,13.214900016785,237,1,E
Banak Airport,Lakselv,Norway,LKL,ENNA,70.068801879883,24.973499298096,25,1,E
Roros Airport,Roros,Norway,RRS,ENRO,62.578399658203,11.342300415039,2054,1,E
Moss Airport,Rygge,Norway,RYG,ENRY,59.378817,10.785439,174,1,E
Svalbard Airport,Svalbard,Norway,LYR,ENSB,78.246101379395,15.465600013733,88,1,E
Skien Airport,Skien,Norway,SKE,ENSN,59.185001373291016,9.566940307617188,463,1,E
Stord Airport,Stord,Norway,SRP,ENSO,59.791900634765625,5.340849876403809,160,1,E
Sandnessjoen Airport,Sandnessjoen,Norway,SSJ,ENST,65.956802368164,12.468899726868,56,1,E
Tromso Airport,Tromso,Norway,TOS,ENTC,69.68329620361328,18.918899536132812,31,1,E
Sandefjord Airport,Sandefjord,Norway,TRF,ENTO,59.1866989136,10.258600235,286,1,E
Trondheim Airport,Trondheim,Norway,TRD,ENVA,63.4578018,10.9239998,56,1,E
Stavanger Airport Sola,Stavanger,Norway,SVG,ENZV,58.876701354,5.6377801895,29,1,E
Gdansk Lech Walesa Airport,Gdansk,Poland,GDN,EPGD,54.377601623535156,18.46619987487793,489,1,E
Krakow John Paul II International Airport,Krakow,Poland,KRK,EPKK,50.077702,19.7848,791,1,E
Katowice International Airport,Katowice,Poland,KTW,EPKT,50.4743,19.08,995,1,E
Poznan-Lawica Airport,Poznan,Poland,POZ,EPPO,52.421001434299995,16.8262996674,308,1,E
Rzeszow-Jasionka Airport,Rzeszow,Poland,RZE,EPRZ,50.1100006104,22.0189990997,675,1,E
Szczecin-Goleni Airport,Szczecin,Poland,SZZ,EPSC,53.584701538100006,14.902199745199999,154,1,E
Warsaw Chopin Airport,Warsaw,Poland,WAW,EPWA,52.1656990051,20.967100143399996,362,1,E
Copernicus Wroclaw Airport,Wroclaw,Poland,WRO,EPWR,51.1026992798,16.885799408,404,1,E
Ronneby Airport,Ronneby,Sweden,RNB,ESDF,56.266700744629,15.265000343323,191,1,E
Gothenburg-Landvetter Airport,Gothenborg,Sweden,GOT,ESGG,57.662799835205,12.279800415039,506,1,E
Joenkoeping Airport,Joenkoeping,Sweden,JKG,ESGJ,57.757598876953125,14.068699836730957,741,1,E
Gothenburg City Airport,Gothenborg,Sweden,GSE,ESGP,57.7747,11.8648,59,1,E
Trollhattan-Vanersborg Airport,Trollhattan,Sweden,THN,ESGT,58.31809997558594,12.345000267028809,137,1,E
Mora Airport,Mora,Sweden,MXX,ESKM,60.957901,14.5114,634,1,E
Stockholm Skavsta Airport,Stockholm,Sweden,NYO,ESKN,58.78860092163086,16.912200927734375,140,1,E
Kristianstad Airport,Kristianstad,Sweden,KID,ESMK,55.92169952392578,14.08549976348877,76,1,E
Kalmar Airport,Kalkmar,Sweden,KLR,ESMQ,56.68550109863281,16.287599563598633,17,1,E
Malmoe Sturup Airport,Malmoe,Sweden,MMX,ESMS,55.536305364,13.376197814900001,236,1,E
Halmstad Airport,Halmstad,Sweden,HAD,ESMT,56.69110107421875,12.820199966430664,101,1,E
Vaxjo Kronoberg Airport,Vaxjo,Sweden,VXO,ESMX,56.929100036621094,14.727999687194824,610,1,E
Sveg Airport,Sveg,Sweden,EVG,ESND,62.04779815673828,14.422900199890137,1178,1,E
Gallivare Airport,Gallivare,Sweden,GEV,ESNG,67.13240051269531,20.814599990844727,1027,1,E
Kramfors Solleftea Airport,Kramfors,Sweden,KRF,ESNK,63.04859924316406,17.76889991760254,34,1,E
Lycksele Airport,Lycksele,Sweden,LYC,ESNL,64.54830169677734,18.71619987487793,705,1,E
Sundsvall-Harnosand Airport,Sundsvall,Sweden,SDL,ESNN,62.528099060058594,17.443899154663086,16,1,E
Ornskoldsvik Airport,Ornskoldsvik,Sweden,OER,ESNO,63.40829849243164,18.989999771118164,354,1,E
Kiruna Airport,Kiruna,Sweden,KRN,ESNQ,67.821998596191,20.336799621582,1508,1,E
Skelleftea Airport,Skelleftea,Sweden,SFT,ESNS,64.62480163574219,21.076900482177734,157,1,E
Umea Airport,Umea,Sweden,UME,ESNU,63.791801452637,20.282800674438,24,1,E
Vilhelmina Airport,Vilhelmina,Sweden,VHM,ESNV,64.5791015625,16.833599090576172,1140,1,E
Arvidsjaur Airport,Arvidsjaur,Sweden,AJR,ESNX,65.59030151367188,19.28190040588379,1245,1,E
Stockholm Vasteras Airport,Vasteras,Sweden,VST,ESOW,59.58940124511719,16.63360023498535,21,1,E
Lulea Airport,Lulea,Sweden,LLA,ESPA,65.543800354004,22.121999740601,65,1,E
Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,ESSA,59.651901245117,17.918600082397,137,1,E
Stockholm-Bromma Airport,Stockholm,Sweden,BMA,ESSB,59.354400634765625,17.941699981689453,47,1,E
Linkoeping City Airport,Linkoeping,Sweden,LPI,ESSL,58.4062004089,15.680500030500001,172,1,E
Norrkoeping Airport,Norrkoeping,Sweden,NRK,ESSP,58.586299896240234,16.250600814819336,32,1,E
Visby Airport,Visby,Sweden,VBY,ESSV,57.662799835205,18.346200942993,164,1,E
Rostock-Laage Airport,Laage,Germany,RLG,ETNL,53.9182014465,12.278300285299999,138,1,E
Bram Fischer International Airport,Bloemfontein,South Africa,BFN,FABL,-29.092699050900002,26.302400589,4458,2,U
Cape Town International Airport,Cape Town,South Africa,CPT,FACT,-33.9648017883,18.6016998291,151,2,U
King Shaka International Airport,Durban,South Africa,DUR,FALE,-29.6144444444,31.1197222222,295,2,U
Ben Schoeman Airport,East London,South Africa,ELS,FAEL,-33.0355987549,27.825899124099998,435,2,U
George Airport,George,South Africa,GRJ,FAGG,-34.0056,22.378902,648,2,U
Hoedspruit Air Force Base Airport,Hoedspruit,South Africa,HDS,FAHS,-24.368600845299998,31.0487003326,1743,2,U
OR Tambo International Airport,Johannesburg,South Africa,JNB,FAOR,-26.1392,28.246,5558,2,U
Kimberley Airport,Kimberley,South Africa,KIM,FAKM,-28.802799224900003,24.7651996613,3950,2,U
Lanseria Airport,Johannesburg,South Africa,HLA,FALA,-25.938499450699997,27.9260997772,4517,2,U
Margate Airport,Margate,South Africa,MGH,FAMG,-30.8574008942,30.343000412,495,2,U
Port Elizabeth Airport,Port Elizabeth,South Africa,PLZ,FAPE,-33.9849014282,25.6173000336,226,2,U
Plettenberg Bay Airport,Plettenberg Bay,South Africa,PBZ,FAPG,-34.0881601675,23.3287234306,465,2,U
Hendrik Van Eck Airport,Phalaborwa,South Africa,PHW,FAPH,-23.937200546299998,31.1553993225,1432,2,U
Pietermaritzburg Airport,Pietermaritzburg,South Africa,PZB,FAPM,-29.649000167799997,30.3987007141,2423,2,U
Polokwane International Airport,Potgietersrus,South Africa,PTG,FAPP,-23.845269,29.458615,4076,2,U
Richards Bay Airport,Richard's Bay,South Africa,RCB,FARB,-28.740999221800003,32.0920982361,109,2,U
Pierre Van Ryneveld Airport,Upington,South Africa,UTN,FAUP,-28.39909935,21.260200500499998,2782,2,U
Francistown Airport,Francistown,Botswana,FRW,FBFT,-21.15959930419922,27.47450065612793,3283,2,U
Kasane Airport,Kasane,Botswana,BBK,FBKE,-17.83289909362793,25.162399291992188,3289,2,U
Maun Airport,Maun,Botswana,MUB,FBMN,-19.97260093688965,23.431100845336914,3093,2,U
Sir Seretse Khama International Airport,Gaberone,Botswana,GBE,FBSK,-24.555201,25.9182,3299,2,U
Maya-Maya Airport,Brazzaville,Congo (Brazzaville),BZV,FCBB,-4.251699924468994,15.253000259399414,1048,1,N
Pointe Noire Airport,Pointe-noire,Congo (Brazzaville),PNR,FCPP,-4.816030025482178,11.88659954071045,55,1,N
Bangui M'Poko International Airport,Bangui,Central African Republic,BGF,FEFF,4.39847993850708,18.518800735473633,1208,1,N
Bata Airport,Bata,Equatorial Guinea,BSG,FGBT,1.9054700136184692,9.805680274963379,13,1,N
Malabo Airport,Malabo,Equatorial Guinea,SSG,FGSL,3.755270004272461,8.708720207214355,76,1,N
Sir Seewoosagur Ramgoolam International Airport,Plaisance,Mauritius,MRU,FIMP,-20.430201,57.683601,186,4,N
Sir Charles Gaetan Duval Airport,Rodriguez Island,Mauritius,RRG,FIMR,-19.7577,63.361,95,4,N
Douala International Airport,Douala,Cameroon,DLA,FKKD,4.0060801506,9.719479560849999,33,1,N
Salak Airport,Maroua,Cameroon,MVR,FKKL,10.451399803161621,14.257399559020996,1390,1,N
N'gaoundere Airport,N'gaoundere,Cameroon,NGE,FKKN,7.3570098876953125,13.559200286865234,3655,1,N
Garoua International Airport,Garoua,Cameroon,GOU,FKKR,9.33588981628418,13.370100021362305,794,1,N
Livingstone Airport,Livingstone,Zambia,LVI,FLLI,-17.821800231933594,25.82270050048828,3302,2,U
Kenneth Kaunda International Airport Lusaka,Lusaka,Zambia,LUN,FLLS,-15.3308000565,28.4526004791,3779,2,U
Mfuwe Airport,Mfuwe,Zambia,MFU,FLMF,-13.258899688720703,31.936599731445312,1853,2,U
Simon Mwansa Kapwepwe International Airport,Ndola,Zambia,NLA,FLND,-12.998100280762,28.66489982605,4167,2,U
Prince Said Ibrahim International Airport,Moroni,Comoros,HAH,FMCH,-11.5337,43.2719,93,3,U
Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,DZA,FMCZ,-12.804699897766113,45.28110122680664,23,3,U
Roland Garros Airport,St.-denis,Reunion,RUN,FMEE,-20.887100219726562,55.51029968261719,66,4,U
Pierrefonds Airport,St.-pierre,Reunion,ZSE,FMEP,-21.320899963378906,55.42499923706055,59,4,U
Ivato Airport,Antananarivo,Madagascar,TNR,FMMI,-18.7969,47.478802,4198,3,U
Sainte Marie Airport,Sainte Marie,Madagascar,SMS,FMMS,-17.093900680541992,49.815799713134766,7,3,U
Toamasina Airport,Toamasina,Madagascar,TMM,FMMT,-18.109500885009766,49.39250183105469,22,3,U
Morondava Airport,Morondava,Madagascar,MOQ,FMMV,-20.284700393676758,44.31760025024414,30,3,U
Arrachart Airport,Antsiranana,Madagascar,DIE,FMNA,-12.34939956665039,49.29169845581055,374,3,U
Mananara Nord Airport,Mananara,Madagascar,WMR,FMNC,-16.16390037536621,49.773799896240234,9,3,U
Antsirabato Airport,Antalaha,Madagascar,ANM,FMNH,-14.99940013885498,50.3202018737793,20,3,U
Amborovy Airport,Mahajanga,Madagascar,MJN,FMNM,-15.6668417421,46.351232528699995,87,3,U
Fascene Airport,Nosy-be,Madagascar,NOS,FMNN,-13.3121004105,48.3148002625,36,3,U
Maroantsetra Airport,Maroantsetra,Madagascar,WMN,FMNR,-15.436699867248535,49.68830108642578,13,3,U
Sambava Airport,Sambava,Madagascar,SVB,FMNS,-14.278599739074707,50.17470169067383,20,3,U
Tolanaro Airport,Tolagnaro,Madagascar,FTU,FMSD,-25.03809928894043,46.95610046386719,29,3,U
Toliara Airport,Toliara,Madagascar,TLE,FMST,-23.383399963378906,43.72850036621094,29,3,U
Mbanza Congo Airport,M'banza-congo,Angola,SSY,FNBC,-6.269899845123291,14.246999740600586,1860,1,N
Cabinda Airport,Cabinda,Angola,CAB,FNCA,-5.59699010848999,12.188400268554688,66,1,N
Nova Lisboa Airport,Huambo,Angola,NOV,FNHU,-12.808899879455566,15.760499954223633,5587,1,N
Kuito Airport,Kuito,Angola,SVP,FNKU,-12.404600143433,16.947399139404,5618,1,N
Quatro de Fevereiro Airport,Luanda,Angola,LAD,FNLU,-8.85837,13.2312,243,1,N
Malanje Airport,Malanje,Angola,MEG,FNMA,-9.525090217590332,16.312400817871094,3868,1,N
Menongue Airport,Menongue,Angola,SPP,FNME,-14.657600402832031,17.71980094909668,4469,1,N
Saurimo Airport,Saurimo,Angola,VHC,FNSA,-9.689069747924805,20.431900024414062,3584,1,N
Soyo Airport,Soyo,Angola,SZA,FNSO,-6.141089916229248,12.371800422668457,15,1,N
Lubango Airport,Lubango,Angola,SDD,FNUB,-14.924699783325195,13.574999809265137,5778,1,N
Luena Airport,Luena,Angola,LUO,FNUE,-11.768099784851074,19.8976993560791,4360,1,N
Libreville Leon M'ba International Airport,Libreville,Gabon,LBV,FOOL,0.458600014448,9.412280082699999,39,1,N
Sao Tome International Airport,Sao Tome,Sao Tome and Principe,TMS,FPST,0.3781749904155731,6.7121500968933105,33,0,N
Beira Airport,Beira,Mozambique,BEW,FQBR,-19.79640007019043,34.90760040283203,33,2,U
Inhambane Airport,Inhambane,Mozambique,INH,FQIN,-23.876399993896484,35.40850067138672,30,2,U
Lichinga Airport,Lichinga,Mozambique,VXC,FQLC,-13.274,35.2663,4505,2,U
Maputo Airport,Maputo,Mozambique,MPM,FQMA,-25.920799,32.572601,145,2,U
Nampula Airport,Nampula,Mozambique,APL,FQNP,-15.105600357055664,39.28179931640625,1444,2,U
Pemba Airport,Pemba,Mozambique,POL,FQPB,-12.991762161254883,40.52401351928711,331,2,U
Quelimane Airport,Quelimane,Mozambique,UEL,FQQL,-17.855499267578125,36.86909866333008,36,2,U
Chingozi Airport,Tete,Mozambique,TET,FQTT,-16.104799270629883,33.640201568603516,525,2,U
Vilankulo Airport,Vilankulu,Mozambique,VNX,FQVL,-22.018400192260742,35.31330108642578,46,2,U
Seychelles International Airport,Mahe,Seychelles,SEZ,FSIA,-4.67434,55.521801,10,4,U
Praslin Airport,Praslin,Seychelles,PRI,FSPP,-4.3192901611328125,55.69139862060547,10,4,U
N'Djamena International Airport,N'djamena,Chad,NDJ,FTTJ,12.1337,15.034,968,1,N
Joshua Mqabuko Nkomo International Airport,Bulawayo,Zimbabwe,BUQ,FVBU,-20.017401,28.617901,4359,2,U
Victoria Falls International Airport,Victoria Falls,Zimbabwe,VFA,FVFA,-18.09589958190918,25.839000701904297,3490,2,U
Robert Gabriel Mugabe International Airport,Harare,Zimbabwe,HRE,FVHA,-17.931801,31.0928,4887,2,U
Chileka International Airport,Blantyre,Malawi,BLZ,FWCL,-15.679100036621094,34.9739990234375,2555,2,U
Lilongwe International Airport,Lilongwe,Malawi,LLW,FWKI,-13.7894001007,33.78099823,4035,2,U
Ndjili International Airport,Kinshasa,Congo (Kinshasa),FIH,FZAA,-4.38575,15.4446,1027,1,N
Mbandaka Airport,Mbandaka,Congo (Kinshasa),MDK,FZEA,0.0226000007242,18.2887001038,1040,1,N
Gemena Airport,Gemena,Congo (Kinshasa),GMA,FZFK,3.2353699207299997,19.771299362199997,1378,1,N
Bangoka International Airport,Kisangani,Congo (Kinshasa),FKI,FZIC,0.481638997793,25.3379993439,1417,2,U
Matari Airport,Isiro,Congo (Kinshasa),IRP,FZJH,2.8276100158691406,27.588300704956055,2438,2,U
Bunia Airport,Bunia,Congo (Kinshasa),BUX,FZKA,1.5657199621200562,30.220800399780273,4045,2,U
Bukavu Kavumu Airport,Bukavu/kavumu,Congo (Kinshasa),BKY,FZMA,-2.3089799880981445,28.808799743652344,5643,2,U
Goma International Airport,Goma,Congo (Kinshasa),GOM,FZNA,-1.6708099842071533,29.238500595092773,5089,2,U
Kindu Airport,Kindu,Congo (Kinshasa),KND,FZOA,-2.91917991638,25.915399551399997,1630,2,U
Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),FBM,FZQA,-11.5913000107,27.5308990479,4295,2,U
Kalemie Airport,Kalemie,Congo (Kinshasa),FMI,FZRF,-5.8755598068237305,29.25,2569,2,U
Kananga Airport,Kananga,Congo (Kinshasa),KGA,FZUA,-5.90005016327,22.4692001343,2139,2,U
Mbuji Mayi Airport,Mbuji-mayi,Congo (Kinshasa),MJM,FZWA,-6.121240139010001,23.569000244099996,2221,2,U
Modibo Keita International Airport,Bamako,Mali,BKO,GABS,12.533544,-7.94994,1247,0,N
Banjul International Airport,Banjul,Gambia,BJL,GBYD,13.338000297546387,-16.65220069885254,95,0,N
Fuerteventura Airport,Fuerteventura,Spain,FUE,GCFV,28.452699661254883,-13.863800048828125,85,0,E
Hierro Airport,Hierro,Spain,VDE,GCHI,27.814800262451172,-17.887100219726562,103,0,E
La Palma Airport,Santa Cruz De La Palma,Spain,SPC,GCLA,28.626499,-17.7556,107,0,E
Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.931900024414062,-15.38659954071045,78,0,E
Lanzarote Airport,Arrecife,Spain,ACE,GCRR,28.945499,-13.6052,46,0,E
Tenerife South Airport,Tenerife,Spain,TFS,GCTS,28.044500351,-16.5725002289,209,0,E
Tenerife Norte Airport,Tenerife,Spain,TFN,GCXO,28.4827003479,-16.3414993286,2076,0,E
Melilla Airport,Melilla,Spain,MLN,GEML,35.279800415,-2.9562599659,156,1,E
Lungi International Airport,Freetown,Sierra Leone,FNA,GFLL,8.61644,-13.1955,84,0,N
Roberts International Airport,Monrovia,Liberia,ROB,GLRB,6.23379,-10.3623,31,0,N
Al Massira Airport,Agadir,Morocco,AGA,GMAD,30.325000762939453,-9.413069725036621,250,0,N
Tan Tan Airport,Tan Tan,Morocco,TTA,GMAT,28.448200225830078,-11.161299705505371,653,0,N
Saiss Airport,Fes,Morocco,FEZ,GMFF,33.9272994995,-4.977960109709999,1900,0,N
Angads Airport,Oujda,Morocco,OUD,GMFO,34.787200927734375,-1.92399001121521,1535,0,N
Rabat-Sale Airport,Rabat,Morocco,RBA,GMME,34.051498,-6.75152,276,0,N
Mohammed V International Airport,Casablanca,Morocco,CMN,GMMN,33.36750030517578,-7.589970111846924,656,0,N
Menara Airport,Marrakech,Morocco,RAK,GMMX,31.606899261499997,-8.03629970551,1545,0,N
Ouarzazate Airport,Ouarzazate,Morocco,OZZ,GMMZ,30.9391002655,-6.909430027010001,3782,0,N
Cherif Al Idrissi Airport,Al Hociema,Morocco,AHU,GMTA,35.177101135253906,-3.83951997756958,95,0,N
Saniat R'mel Airport,Tetouan,Morocco,TTU,GMTN,35.594299316406,-5.320020198822,10,0,N
Ibn Batouta Airport,Tanger,Morocco,TNG,GMTT,35.726898193400004,-5.91689014435,62,0,N
Leopold Sedar Senghor International Airport,Dakar,Senegal,DKR,GOOY,14.739700317382812,-17.49020004272461,85,0,N
Nouakchott Oumtounsy International Airport,Nouakschott,Mauritania,NKC,GQNO,18.31,-15.9697222,9,0,N
Nouadhibou International Airport,Nouadhibou,Mauritania,NDB,GQPP,20.9330997467041,-17.030000686645508,24,0,N
Amilcar Cabral International Airport,Amilcar Cabral,Cape Verde,SID,GVAC,16.7414,-22.9494,177,-1,U
Rabil Airport,Boa Vista,Cape Verde,BVC,GVBA,16.136499404907227,-22.888900756835938,69,-1,U
Maio Airport,Maio,Cape Verde,MMO,GVMA,15.155900001525879,-23.213699340820312,36,-1,U
Preguica Airport,Sao Nocolau Island,Cape Verde,SNE,GVSN,16.58839988708496,-24.284700393676758,669,-1,U
Sao Pedro Airport,Sao Vicente Island,Cape Verde,VXE,GVSV,16.833200454711914,-25.055299758911133,66,-1,U
Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,ADD,HAAB,8.97789001465,38.799301147499996,7630,3,U
Mekele Airport,Makale,Ethiopia,MQX,HAMK,13.467399597167969,39.53350067138672,7396,3,U
Bujumbura International Airport,Bujumbura,Burundi,BJM,HBBA,-3.3240199089050293,29.318500518798828,2582,2,U
Egal International Airport,Hargeisa,Somalia,HGA,HCMH,9.518170356750488,44.08879852294922,4423,3,U
Berbera Airport,Berbera,Somalia,BBO,HCMI,10.389200210571289,44.94110107421875,30,3,U
Abu Simbel Airport,Abu Simbel,Egypt,ABS,HEBL,22.375999450699997,31.611700058,616,2,U
Cairo International Airport,Cairo,Egypt,CAI,HECA,30.12190055847168,31.40559959411621,382,2,U
Hurghada International Airport,Hurghada,Egypt,HRG,HEGN,27.178300857543945,33.799400329589844,52,2,U
Luxor International Airport,Luxor,Egypt,LXR,HELX,25.671,32.7066,294,2,U
Aswan International Airport,Aswan,Egypt,ASW,HESN,23.9643993378,32.8199996948,662,2,U
Eldoret International Airport,Eldoret,Kenya,EDL,HKEL,0.4044579863548279,35.23889923095703,6941,3,U
Kisumu Airport,Kisumu,Kenya,KIS,HKKI,-0.0861390009522438,34.72890090942383,3734,3,U
Mombasa Moi International Airport,Mombasa,Kenya,MBA,HKMO,-4.034830093383789,39.594200134277344,200,3,U
Ghat Airport,Ghat,Libya,GHT,HLGT,25.1455993652,10.142600059500001,2296,2,N
Kufra Airport,Kufra,Libya,AKF,HLKF,24.178699493408203,23.31399917602539,1367,2,N
Benina International Airport,Benghazi,Libya,BEN,HLLB,32.096801757799994,20.2695007324,433,2,N
Tripoli International Airport,Tripoli,Libya,TIP,HLLT,32.6635017395,13.1590003967,263,2,N
Ghadames East Airport,Ghadames,Libya,LTD,HLTD,30.15169906616211,9.715310096740723,1122,2,N
Kigali International Airport,Kigali,Rwanda,KGL,HRYR,-1.96863,30.1395,4859,2,U
