AKey,Name,Aliases,Affiliation,Country,Website
A39451,Suresh Jagannathan,,Purdue University,USA,http://www.cs.purdue.edu/homes/suresh/
A39454,Anil K. Jain 0001,Anil Kumar Jain,Michigan State University,USA,http://www.cse.msu.edu/~jain/
A39468,Manfred A. Jeusfeld,,University of Skövde,,http://conceptbase.sourceforge.net/mjf/
A39470,Norman P. Jouppi,,Google,USA,https://de.wikipedia.org/wiki/Norman_Jouppi
A39473,Theodore Johnson,Ted Johnson,AT&T,USA,http://www.research.att.com/info/johnsont
A39487,Hans-Arno Jacobsen,,Technical University of Munich,Germany,https://www.i13.in.tum.de/index.php?id=17
A39491,Matthias Jarke,,RWTH Aachen,Germany,http://dbis.rwth-aachen.de/cms/staff/jarke
A39493,C. V. Jawahar,,,,http://www.iiit.ac.in/~jawahar/
A39509,Adam Jatowt,,Kyoto University,Japan,http://www.dl.kuis.kyoto-u.ac.jp/~adam/
A39514,H. V. Jagadish,Hosagrahar Visvesvaraya Jagadish,University of Michigan,USA,http://www.eecs.umich.edu/~jag/
A39522,Jana Koehler,Jana Köhler,German Research Center for Artificial Intelligence,Germany,https://www.dfki.de/web/news/detail/News/prof-koehler-ist-designierte-nachfolgerin-von-dfki-ceo-prof-wahlster/
A39526,Ramesh C. Jain,,UC,USA,http://ngs.ics.uci.edu/
A39553,Michael D. Conover,,Workday,USA,https://www.crunchbase.com/person/michael-conover
A39559,Renate Kania,,,,
A39570,Xu Li 0001,,Huawei,China,
A39686,Patrick F. Sullivan,,,,
A39694,Liviu Iftode,,,,
A39727,Anastasios Noulas,,,,
A39745,Jibonananda Sanyal,,,,
A39756,Atif Alamri,,,,
A39904,Neil Sharman,,,,
A39932,Sudhir Kumar,,,,
A40054,Tuan-Anh Hoang,,,,
A40114,Dóra Erdös,,,,
A40161,Manasi Vartak,,,,
A40311,Denis Savenkov,,,,
A40397,Margaret Crofoot,Margaret C. Crofoot,,,
A40406,Ivan Giangreco,,,,https://orcid.org/0000-0002-0401-2370
A40417,Sharath Pankanti,Sharathchandra Pankanti,,,
A40429,Joachim Henkel,,,,
A40450,Ebrahim Bagheri,,,,
A40544,Edith C. H. Ngai,Edith Cheuk-Han Ngai,Uppsala University,Sweden,http://user.it.uu.se/~eding810/
A40614,Adam Clark,,,,
A40679,Jinyan Wang,,,,
A40745,Giacomo Fiumara,,,,
A40855,Pankaj Gulhane,,,,
A40890,Priyanka Garg,,,,
A40922,Yang Cao 0012,,University of Edinburgh,United Kingdom,http://homepages.inf.ed.ac.uk/ycao/
A40956,Yuan Yang,,,,
A41039,Bing Hu 0001,,Facebook,USA,https://scholar.google.com/citations?user=SKKLizIAAAAJ
A41097,Simon Scerri,,Fraunhofer,Germany,http://sda.cs.uni-bonn.de/people/dr-simon-scerri/
A41121,Hannes Mühleisen,,,,
A41135,Patrick P. C. Lee,Patrick Pak-Ching Lee,,,
A41194,Dongfang Zhao 0001,,University of Nevada,USA,https://www.unr.edu/cse/people/dongfang-zhao
A41254,Giovanni Da San Martino,,,,https://orcid.org/0000-0002-2609-483X
A41265,Zhiyong Yu,,,,
A41336,Zhipeng Gao,,,,
A41383,Boris Koldehofe,,,,
A41387,Christoph Türmer,,,,
A41528,Sebastian Breß,,,,
A41542,Rehan Hameed,,,,
A41587,Qilong Gu,,,,
A41611,Atreyee Dey,,,,
A41618,Jasleen Kaur,,,,
A41682,Mariam Salloum,,,,
A41724,Mitica Manu,,,,
A41758,Yongguo Liu,,,,
A41788,Chia-Chen Yen,,,,
A41942,Jürgen Pfeffer,,Technical University of Munich,Germany,http://www.hfp.tum.de/css/team/prof-dr-juergen-pfeffer/
A42021,Muhammad Ali Imran,Muhammad Imran 0008,University of Glasgow,United Kingdom,http://www.gla.ac.uk/schools/engineering/staff/muhammadimran/
A42184,Ravi Nair,,,,
A42251,Yang Cao,,,,
A42297,Jia Wu 0001,,Macquarie University,Australia,https://researchers.mq.edu.au/en/persons/jia-wu
A42328,Ruben H. Zamar,,,,
A42344,Eitan Grinspun,,Columbia University,USA,http://datascience.columbia.edu/eitan-grinspun
A42517,Tom Goldstein,Thomas Goldstein:Thomas A. Goldstein,University of Maryland,USA,http://www.cs.umd.edu/~tomg/
A42696,Stephen Todd,,,,
A42712,Su Chen,,,,
A42727,Yuan Yao 0001,,Nanjing University,China,http://moon.nju.edu.cn/people/yuanyao/
A42781,Roberto Iglesias,,,,https://orcid.org/0000-0002-6279-5190
A42848,Shibnath Mukherjee,,,,
A42937,Ioannis Katakis,Ioannis Georgiou Katakis,National and Kapodistrian University of Athens,Greece,http://www.katakis.eu/
A43012,Aman Agarwal,,,,
A43061,Rishabh Singh,,,,
A43072,Michael Pradel,,,,
A43117,Yifan Wu,,,,
A43172,Zongben Xu,Zong-Ben Xu,Xi'an Jiaotong University,China,https://zbmath.org/authors/?q=ai:xu.zongben
A43220,Parvin Razzaghi,,,,
A43283,Ming Tan,,,,
A43289,Silvius Rus,,,,
A43364,Jia Wu,,,,
A43399,Qingchao Cai,,,,
A43459,Timothy Danford,,,,
A43500,Paul Sutter,,,,
A43514,Naoki Hamada,,,,
A43551,Saumen C. Dey,,,,
A43571,Manish Kumar Anand,,,,
A43574,Hyunsoo Kim,,,,
A43585,Filippo Bonchi,,,,
A43668,Martin Hacker,,,,
A43687,Francesco Di Tria,,,,
A43739,Tin C. Truong,Tin Chi Truong:Tin Truong-Chi,,,
A43993,Adrian Sampson,,,,
A44042,Nafisa Afrin Chowdhury,,,,
A44047,Xixuan Feng,,,,
A44135,Leonardo Candela,,,,https://scholar.google.com/citations?user=OhEpkdwAAAAJ
A44181,Boyu Li 0003,,Jilin University,China,https://orcid.org/0000-0003-1269-8875
A44200,Purnamrita Sarkar,,,,
A44254,Kaisar Imam,,,,
A44256,Genevieve Bell,,,,
A44337,Guang Yang,,,,
A44585,Zeyu Li,,,,
A44664,Yuhua Qian,Yu-Hua Qian,,,
A44757,Gilad Asharov,,Bar Ilan University,Israel,http://u.cs.biu.ac.il/~asharog/
A44789,Merlijn Sevenster,,,,
A44792,Qiang Tu,,,,
A44809,Jeremy Kepner,,,,
A44915,Peter Alvaro,,UC,USA,https://people.ucsc.edu/~palvaro/
A44941,Sendhil Mullainathan,,,,
A44968,Serhat Yilmaz,,,,
A44973,Ling Yan,,,,
A45004,Si Wu,,,,
A45082,Sean Chester,,Norwegian University of Science and Technology,Norway,http://cs.au.dk/~schester/
A45085,Peter P. Swire,,,,
A45126,Justin Meza,,,,http://justinmeza.com/
A45268,Fangqing Gu,,,,
A45296,Erik Ordentlich,,,,
A45347,Tsutomu Yoshinaga,,,,
A45391,Gabriel Doyle,,,,
A45393,Sebastian Schindler,,,,
A45398,Anima Anandkumar,Animashree Anandkumar,UC Irvine,USA,http://newport.eecs.uci.edu/anandkumar/
A45466,Thomas Heinze 0001,,SAP,Germany,https://people.sap.com/thomas.heinze
A45472,Xinzhong Zhu,,,,
A45768,Rohit Saraf,,,,
A45772,Rossano Schifanella,,,,https://orcid.org/0000-0002-3745-5792
A45837,Hosein Shafiei,Hossein Shafiei,,,
A45872,Cherri M. Pancake,,Oregon State University,USA,http://web.engr.oregonstate.edu/~pancake/
A45972,Yongfeng Chen,,,,
A46013,Prithwish Chakraborty,,,,
A46065,Michelle Teo,,,,
A46077,Rafal A. Angryk,,,,
A46133,Jingjing Xu,,,,
A46142,Jacob R. Lorch,Jay R. Lorch,Microsoft,USA,https://jaylorch.net/
A46146,Antonio De Nicola 0001,,ENEA,Germany,https://orcid.org/0000-0002-1045-0510
A46214,Dustin Lange,,,,
A46335,Hengshuai Yao,,,,
A46351,John T. Richards,,,,
A46396,Christopher V. Alvino,,,,
A46413,Ioannis S. Vlachos,,,,https://orcid.org/0000-0002-8849-808X
A46459,Shamanth Kumar,,,,
A46532,Tingjian Ge,,,,
A46578,Tom McKlin,,,,
A46631,Jonathan Traupman,,,,
A46701,Yuan Yao,,,,
A46731,Norman E. Fenton,,Queen Mary University of London,United Kingdom,http://www.researchpublications.qmul.ac.uk/publications/staff/21513.html
A46749,Siyuan Ma,,,,
A46778,Minas Charalambides,,,,https://orcid.org/0000-0002-6122-7562
A46879,Arka Ghosh,,,,
A46895,Reza Akbarinia,,,,
A46926,Mehrdad Sabetzadeh,,,,https://orcid.org/0000-0002-4711-8319
A46944,Christian Grün,,University of Konstanz,Germany,https://scikon.uni-konstanz.de/personen/christian.gruen/
A46962,Xian Yang,,,,
A47055,Po-Sen Huang,,,,
A47107,Jianwei Niu 0002,,Beihang University,China,http://www.ldmc.buaa.edu.cn/~jwniu
A47150,Solmaz Kolahi,,,,
A47218,Yanbo Xu,,,,
A47256,Jon A. Elorriaga,Jon Ander Elorriaga,,,https://orcid.org/0000-0003-2463-9186
A47325,Maria Carolina Monard,,,,
A47394,Stefan Lemme,,,,
A47434,Jiebo Luo,,,,
A47450,Gabriele Giunta,,,,
A47551,Ashequl Qadir,,,,
A47552,Anna Bernasconi 0002,,Politecnico di Milano,Italy,https://orcid.org/0000-0001-8016-5750
A47575,Jinchuan Chen,,,,
A47643,Qin Yue,,,,
A47681,Georgia Kougka,,,,
A47732,Li Qian,,,,
A47769,Navid Aghdaie,,,,
A47780,Dongho Kim,,,,
A47839,Akshay Deepak,,,,
A47871,Dario Taraborelli,,Wikimedia Foundation,USA,https://wikimediafoundation.org/wiki/User:Dtaraborelli
A47956,Yanbo Wu,,,,
A47989,Dimitar Dimitrov,Dimitar Nikolaev Dimitrov,,,
A47994,Dárlinton Barbosa Feres Carvalho,Dárlinton B. F. Carvalho:Dárlinton Barbosa,Universidade Federal de São João del Rei,Brazil,http://ges.dcomp.ufsj.edu.br/
A48039,Yiming Yang,,,,
A48068,Julian Eberius,,,,
A48257,Cong Zhao,,,,
A48353,Simon Wakeling,,,,https://orcid.org/0000-0002-0611-9083
A48636,Hai Zhao,,,,
A48640,Bent Thomsen,,Aalborg University,Denmark,http://people.cs.aau.dk/~bt/
A48672,Gábor N. Sárközy,,Worcester Polytechnic Institute,USA,https://genealogy.math.ndsu.nodak.edu/id.php?id=70282
A48678,KwangJin Park,Kwangjin Park:Kwang-Jin Park,,,
A48692,Neal Lathia,Neal Kiritkumar Lathia,,,
A48771,Einat Minkov,,Carnegie Mellon University,USA,http://mis.haifa.ac.il/~einatm
A48817,Bineng Zhong,,,,
A48825,Sam McVeety,,,,
A48864,Verena Ebner,,,,
A48918,Debabrata Dey,,,,
A48941,Siyao Cheng,,Harbin Institute of Technology,China,https://scholar.google.com/citations?user=7GkCytAAAAAJ
A48966,David Miller,,,,
A48999,Zhiwen Hu,,,,
A49055,Xiaoguang Liu,,,,
A49103,Jian-Min Yao,,,,
A49120,Xiao Huang,,,,
A49148,Collin Bennett,,,,
A49252,Ananth Nagarajan,,,,
A49272,Bing Hu,,,,
A49347,Leonardo Murta,Leonardo G. P. Murta:Leonardo Gresta Paulino Murta,Fluminense Federal University,Brazil,http://www2.ic.uff.br/~leomurta/
A49430,Sai Ravela,,,,
A49455,Sotirios Chatzis,Sotirios P. Chatzis,,,
A49472,Yansong Feng,,,,
A49479,Lin Hui,,,,
A49497,Stefan Dietze,,L3S Research Center,Germany,http://stefandietze.net
A49581,Qian Wan,,,,
A49658,Craig Freedman,,,,
A49690,Kristina Toutanova,,,,
A49730,Jerald Schoudt,,,,
A49807,Amir Aryani,,,,https://orcid.org/0000-0002-4259-9774
A49854,Henrik Leopold,,VU University Amsterdam,The Netherlands,http://www.henrikleopold.com/
A49872,Nitesh Saxena,,,,
A49957,David W. Aha,David William Aha,,,http://home.earthlink.net/~dwaha/
A50021,Somit Gupta,,,,
A50113,Nafiseh Shabib,,,,https://scholar.google.com/citations?user=CvpYLmMAAAAJ
A50126,John S. Whissell,,,,
A50237,Yang Cao 0011,,Kyoto University,Japan,https://www.db.soc.i.kyoto-u.ac.jp/~cao/
A50272,Utkarsh Upadhyay,,,,
A50314,Henriette Cramer,Henriette S. M. Cramer,,,http://hcramer.wordpress.com/
A50337,Everett Lawson,,,,
A50372,Meng Chen 0003,,York University,Canada,https://scholar.google.com/citations?user=xE4gacoAAAAJ
A50374,Song Cheng,,,,
A50420,Ernest Szeto,,,,
A50466,Tomás Pop,,,,
A50478,Michael Chau,,,,
A50540,Chengzheng Li,,,,
A50733,Xinshi Zang,,,,
A50816,Andri Ashfahani,,,,
A50956,Volodymyr Leno,,,,
A50994,Kevin Fauvel,,,,
A51063,Philipp Scharpf,,,,
A51112,Yiling Jia,,,,
A51143,Gaku Morio,,,,
A51216,Oleg Golovidov,,,,
A51251,Zeyang Lei,,,,
A51253,Colin Lockard,,,,
A51275,Damilola Ibosiola,,,,
A51372,Viet-Phi Huynh,,,,
A51523,Javier Sanz-Cruzado,,,,
A51597,Anil R. Yelundur,,,,
A51625,Anthony Barré,,,,
A51747,Joshua Griffin,,,,
A51866,Weiyu Cheng,,,,
A51956,Mia Xu Chen,,,,
A51978,Sai Vikneshwar Mani Jayaraman,,,,
A52357,Shadman Saqib Eusuf,,,,
A52626,Brett Wujek,,,,
A52803,Prasetya Utama,,,,
A52868,Javier Pérez-Marcos,,,,
A52939,YanFang Chen,,,,
A53133,San Kim,,,,
A53576,Rana Shahout,,,,
A53658,Joseph Sorenson,,,,
A53820,Aditya Chetan,,,,
A53921,Jinlan Fu,,,,
A54141,Guangneng Hu,,,,
A54150,Zhizhou Yin,,,,
A54179,Fanshuang Kong,,,,
A54223,Dylan Bourgeois,,,,
A54245,Tanya Chowdhury,,,,
A54517,Brihi Joshi,,,,
A54819,Neeraj Kulkarni,,,,
A55052,Nathaniel Weir,,,,
A55078,Niyati Mehta,,,,
A55207,Thomas Kipf,,,,
A55348,Yunqi Qiu,,,,
A55383,Xianchen Wang,,,,
A55539,Avory Bryant,,,,
A55653,Hemeng Tao,,,,
A55663,Ulrike Daniels,,,,
A55776,Yunqiu Shao,,,,
A55815,Shekar Ramaswamy,,,,
A56161,Jiashuai Shi,,,,
A56216,Corby Rosset,,,,
A56315,Sakshi Sinha,,,,
A56355,Seungtaek Choi,,,,
A56811,Yadi Lao,,,,
A56845,Liheng Chen,,,,
A56935,Benjamin Hättasch,,,,
A56940,Cho-Chun Chiu,,,,
A57004,Efi Karra Taniskidou,,,,
A57080,Swati Padhee,,,,
A57106,Huaizheng Zhang,,,,
A57129,Leyu Lin,,,,
A57248,Weicheng Yu,,,,
A57425,Kristina Gligoric,,,,
A57468,Karthik Muthuraman,,,,
A57722,Wenqi Fan,,,,
A57961,Steven Gardner,,,,
A58049,Yueting Zhuang,,,,
A58589,Gargi Ghosh,,,,
A58660,Arman Sepehr,,,,
A58897,Hugo Caselles-Dupré,,,,
A58940,Alexander Flecker,Alexander S. Flecker,,,
A58952,Haozhe Zhang,,,,
A58988,Murium Iqbal,,,,
A59218,Nandani Garg,,,,
A59505,Hervé Caumont,,,,
A59526,Masaki Makino,,,,
A59668,Amir Ilkhechi,,,,
A59799,Lu Duan,,,,
A60044,Tony Xing,,,,
A60058,Eric Wonhee Lee,,,,
A60113,Yucheng Huang,,,,
A60254,Svetlin Stalinlov,,,,
A60277,Shichu Zhu,,,,
A60424,Udbhas Hazra,,,,
A60430,Zhenxin Xiao,,,,
A60497,Yanlong Du,,,,
A60538,Yuming Deng,,,,
A60556,Liangliang Yin,,,,
A60589,Chengzhi Piao,,,,
A60599,Van Long Ho,,,,
A60877,Yozen Liu,,,,
A60938,Anique Tahir,,,,
A60958,Yanfeng Chai,,,,
A61008,Demitri Nava,,,,
A61206,Christophe A. N. Biscio,,,,
A61230,Ranak Roy Chowdhury,,,,
A61281,Naama Boer,,,,
A61328,Saisai Shao,,,,
A61550,Nezih Yegitbasi,,,,
A61656,Shuangli Shan,,,,
A61779,Jason Rentfrow,,,,
A61806,McKade Umbenhower,,,,
A62054,Hiroshi Yoshino,,,,
A62063,Renee Sweeney,,,,
A62153,Naohiro Mitsutake,,,,
A62392,Rami Aly,,,,
A62604,Fuzheng Duan,,,,
A62756,Juncheng Wan,,,,
A62949,Yooju Shin,,,,
A62996,Lucas Pierce,,,,
A63248,Hanchen Wang,,,,
A63285,Beinan Wang,,,,
A63298,Brian Y. H. Lam,,,,
A63395,Jisoo Min,,,,
A63423,Shipra Jais,,,,
A63526,Fred Dai,,,,
A63613,Ananyo Banerjee,,,,
A63752,Rohan Mishra,,,,
A63995,Monica Senapati,,,,
A64093,Songrui Wu,,,,
A64118,Zahi Ajami,,,,
A64130,Zexin Xia,,,,
A64206,Bohua Yang,,,,
A64210,Jackie Tsay,,,,
A64220,Haeju Park,,,,
A64318,Nileema Shingte,,,,
A64323,Xiaoyu Kou,,,,
A64348,Qinyuan Su,,,,
A64539,Alexander Renz-Wieland,,,,
A64567,Kaiqiang Yu,,,,
A64610,Christopher Berner,,,,
A64764,Xukang Zhang,,,,
A64887,Carlos Vladimiro Gonzalez Zelaya,,,,
A65046,Qinglong Duan,,,,
A65056,Zhongran Wang,,,,
A65118,Ashok Chaitanya Koppisetty,,,,
A65213,Jiangwei W. Zhang,,,,
A65299,Zhibiao Chen,,,,
A65301,Robert Loschinger,,,,
A65451,Noura Alghamdi,,,,
A65661,Haocheng Wei,,,,
A65894,Matthias Bertsch,,,,
A65914,Andrey Taptunov,,,,
A65974,Pradyumna Prakhar Sinha,,,,
A66227,Stefan Grafberger,,,,
A66294,Ahmet Akyamaç,,,,
A66304,Bastian Havers,,,,
A66316,Yunkai Lou,,,,
A66506,Kaikai Ge,,,,
A66712,Maolei Zhang,,,,
A66868,Amal Saadallah,,,,
A67118,Cheng-Han Yeh,,,,
A67119,Daniele Fakhoury,,,,
A67649,Dain Sundstrom,,,,
A67907,Yexuan Shi,,,,
A67931,Lucas Vinh Tran,,,,
A68019,Zhige Li,,,,
A68425,Sandy Manolios,,,,
A68492,Xiaoya Song,,,,
A68608,Melanie B. Sigl,,,,
A68687,Drew Dimmery,,,,
A68802,Bixiong Xu,,,,
A68878,Patara Trirat,,,,
A69023,Arun Zachariah,,,,
A69458,Sihao Li,,,,
A69481,Sariel Har-Peled,,University of Illinois at Urbana Champaign,USA,http://sarielhp.org/
A69482,Hagen Höpfner,,Bauhaus University,Germany,http://www.uni-weimar.de/cms/medien/mobile-media/home.html
A69486,Annika Hinze,Annika Marie Hinze,University of Waikato,New Zealand,https://www.cms.waikato.ac.nz/people/hinze
A69488,Joseph M. Hellerstein,,UC,USA,http://db.cs.berkeley.edu/jmh/
A69497,C. T. Howard Ho,Howard Ho:Ching-Tien Ho,,,
A69509,Chun-Nan Hsu,,Academia Sinica,Taiwan,http://chunnan.iis.sinica.edu.tw/~chunnan/
A69517,Tobias Höllerer,,UC,USA,http://www.cs.ucsb.edu/~holl/
A69521,Frank van Harmelen,,VU University Amsterdam,The Netherlands,http://www.cs.vu.nl/~frankh/
A69523,Peter J. Haas,,Thomas J. Watson Research Center,USA,http://researcher.watson.ibm.com/researcher/view.php?person=us-phaas
A69533,Zhisheng Huang,,Free University of Amsterdam,The Netherlands,http://wasp.cs.vu.nl/~huang/
A69534,Mohammad Taghi Hajiaghayi,MohammadTaghi Hajiaghayi,University of Maryland at College Park,,http://www.mit.edu/~hajiagha/
A69539,Colin de la Higuera,,Nantes University,France,http://pagesperso.lina.univ-nantes.fr/~cdlh/
A69544,Pascal Van Hentenryck,,Brown University,USA,http://www.cs.brown.edu/people/pvh/home.html
A69550,J. Alex Halderman,John A. Halderman,Princeton University,USA,http://www.princeton.edu/~jhalderm/
A69553,Li-wei He,Liwei He,Microsoft,USA,http://research.microsoft.com/users/lhe/
A69564,Orit Hazzan,,Technion Israel Institute of Technology,Israel,http://edu.technion.ac.il/Faculty/OritH/HomePage/
A69569,Herman J. Haverkort,,University of Bonn,Germany,http://www.win.tue.nl/~hermanh/
A69570,Pat Hanrahan,Patrick M. Hanrahan,Stanford University,USA,http://www-graphics.stanford.edu/~hanrahan/
A69572,Monika Henzinger,Monika Rauch Henzinger:Monika Rauch,University of Vienna,Austria,http://homepage.univie.ac.at/monika.henzinger/
A69578,Xiaofei He,,State Key Lab of CAD&CG,China,http://people.cs.uchicago.edu/~xiaofei/
A69585,Pat Helland,Patrick Helland,,,http://blogs.msdn.com/b/pathelland/
A69599,Seif Haridi,,Swedish Institute of Computer Science,Sweden,http://www.sics.se/~seif/
A69608,Andreas Hotho,,University of Würzburg,Germany,http://www.dmir.uni-wuerzburg.de/staff/hotho/
A69609,Henry Hoffmann,Hank Hoffmann,MIT,USA,http://www.cag.lcs.mit.edu/~hank/
A69616,Chris Hankin,,Imperial College London,United Kingdom,http://www.doc.ic.ac.uk/~clh/
A69617,Susanne E. Hambrusch,,Purdue University,USA,http://www.cs.purdue.edu/people/seh
A69621,Hermann Härtig,Hermann Haertig,Dresden University of Technology,Germany,http://os.inf.tu-dresden.de/~haertig/
A69623,Jan Hidders,A. J. H. Hidders,Vrije Universiteit Brussel,Belgium,https://wise.vub.ac.be/jan-hidders
A69636,Thomas A. Henzinger,,Institute of Science and Technology Austria,Austria,http://pub.ist.ac.at/~tah/
A69646,Jun Hong 0001,,University of the West of England,United Kingdom,http://www.cs.qub.ac.uk/~J.Hong/
A69649,Steve Hodges,,Microsoft,USA,http://research.microsoft.com/~shodges/
A69659,David Harel,,Weizmann Institute of Science,Israel,http://www.wisdom.weizmann.ac.il/~harel/
A69665,Thomas S. Huang,,University of Illinois at Urbana Champaign,USA,http://beckman.illinois.edu/directory/person/t-huang1
A69667,Fei Huang,,,,
A69672,Dilek Hakkani-Tür,Dilek Z. Hakkani-Tür:Dilek Zeynep Hakkani,Amazon,USA,https://ai.google/research/people/104927
A69674,Peter Honeyman,,University of Michigan,USA,http://www.citi.umich.edu/u/homey/
A69679,Peter Haddawy,,University of Wisconsin Milwaukee,USA,http://www.cs.uwm.edu/faculty/haddawy/index.html
A69680,Bruce Hendrickson,,,,http://www.sandia.gov/~bahendr/
A69683,Vera Hollink,,University of Amsterdam,The Netherlands,http://staff.science.uva.nl/~vhollink/
A69689,Julia Hirschberg,,Columbia University,USA,http://www1.cs.columbia.edu/~julia/
A69692,Holger H. Hoos,,Leiden University,The Netherlands,http://www.cs.ubc.ca/~hoos/
A69701,John E. Hopcroft,,Cornell University,USA,http://www.cs.cornell.edu/jeh/
A69705,Laura Hollink,,Centrum Wiskunde Informatica,The Netherlands,https://homepages.cwi.nl/~hollink/
A69713,Jin-Kao Hao,,University of Angers,France,http://www.info.univ-angers.fr/pub/hao/
A69719,Andreas Henrich,,University of Bamberg,Germany,http://www.uni-bamberg.de/minf/team/henrich/
A69722,Wendy Hall,,University of Southampton,United Kingdom,http://www.ecs.soton.ac.uk/~wh/
A69723,Patrick C. K. Hung,Patrick Hung,,,http://www.businessandit.uoit.ca/people/faculty/patrick-hung-phd.php
A69726,Andreas Heuer 0001,,University of Rostock,Germany,http://dbis.informatik.uni-rostock.de/Mitarbeiter/heuer
A69735,Kirsten Hildrum,Kris Hildrum,UC,USA,http://www.cs.berkeley.edu/~hildrum/
A69742,Manfred Hauswirth,,Swiss Federal Institute of Technology in Lausanne,Switzerland,http://lsirpeople.epfl.ch/hauswirth/
A69752,Ian Horrocks,,University of Oxford,United Kingdom,http://www.comlab.ox.ac.uk/ian.horrocks/
A69753,Urs Hölzle,,UC,USA,http://www.cs.ucsb.edu/%7Eurs/
A69758,Andreas Harth,,Karlsruhe Institute of Technology,Germany,http://harth.org/andreas/
A69759,David Haussler,,UC,USA,https://genomics.soe.ucsc.edu/haussler
A69760,Alexander G. Hauptmann,,Carnegie Mellon University,USA,http://www.cs.cmu.edu/~alex/
A69761,Wynne Hsu,,National University of Singapore,Singapore,http://www.comp.nus.edu.sg/~whsu/
A69776,Christopher Homan,Christopher M. Homan:Christopher Michael Homan,Rochester Institute of Technology,USA,http://www.cs.rit.edu/~cmh/
A69786,Bill Howe,,University of Washington,USA,https://faculty.washington.edu/billhowe/
A69791,Tian He 0001,,University of Minnesota,USA,http://www-users.cs.umn.edu/~tianhe/
A69793,César Hervás-Martínez,César Hervás,,,
A69798,James R. Hamilton,,,,http://www.mvdirona.com/jrh/Work/
A69805,Siegfried Handschuh,,University of Passau,Germany,http://www.fim.uni-passau.de/digital-libraries/lehrstuhlteam/
A69813,Eric Horvitz,Eric Joel Horvitz,Microsoft,USA,http://research.microsoft.com/%7Ehorvitz/
A69824,Thorsten Holz,,Ruhr University Bochum,Germany,http://honeyblog.org/
A69837,Carl Hewitt,Carl E. Hewitt,MIT,USA,http://carlhewitt.info/
A69838,Frank Höppner,,,,http://public.fh-wolfenbuettel.de/~hoeppnef/
A69841,Maurice Herlihy,,Brown University,USA,http://www.cs.brown.edu/people/mph/home.html
A69842,Mohamed Hefeeda,,Simon Fraser University,Canada,http://www.cs.sfu.ca/~mhefeeda/
A69844,Thomas Heinis,,Imperial College Imperial,United Kingdom,http://wp.doc.ic.ac.uk/theinis/
A69849,Sven Hartmann,,Clausthal University of Technology,Germany,http://www2.in.tu-clausthal.de/~hartmann/
A69851,Thomas T. Hildebrandt,Thomas Troels Hildebrandt,IT University of Copenhagen,Denmark,http://www.it-c.dk/people/hilde/
A69857,Gernot Heiser,,University of New South Wales,Australia,http://www.cse.unsw.edu.au/~gernot/
A69858,Christine Halverson,Christine A. Halverson,IBM,USA,http://www.research.ibm.com/SocialComputing/ChristineHalverson.htm
A69866,Jayant R. Haritsa,,Indian Institute of Science,India,http://dsl.cds.iisc.ac.in/~haritsa
A69867,Barbara Hammer,,Bielefeld University,Germany,https://www.techfak.uni-bielefeld.de/~bhammer/
A69869,Lawrence B. Holder,Lawrence Holder,Washington State University,USA,http://www.eecs.wsu.edu/~holder/
A69873,Jason I. Hong,,Carnegie Mellon University,USA,http://www.cs.cmu.edu/~jasonh/
A69878,Daniel P. Huttenlocher,Dan Huttenlocher,Cornell University,USA,http://www.cs.cornell.edu/%7Edph/
A69880,Joachim Hammer,,University of Florida,USA,http://www.cise.ufl.edu/~jhammer/
A69881,Bingsheng He,,,,http://ihome.ust.hk/~saven/
A69882,Vasant G. Honavar,,Pennsylvania State University,USA,https://faculty.ist.psu.edu/vhonavar/
A69886,Marijn Heule,Marijn J. H. Heule:M. J. H. Heule,University of Texas at Austin,USA,http://www.cs.utexas.edu/users/marijn/
A69887,Thomas Haigh,,,,http://www.tomandmaria.com/tom/
A69888,Seung-won Hwang,,,,http://www.postech.ac.kr/~swhwang/
A69904,Geert-Jan Houben,,Delft University of Technology,The Netherlands,http://www.wis.ewi.tudelft.nl/houben/
A69912,Brent Hailpern,,,,https://scholar.google.com/citations?user=0uJuWigAAAAJ
A69916,Alfred O. Hero III,Alfred Olivier Hero:Alfred Hero,University of Michigan,USA,http://www.eecs.umich.edu/~hero/
A69917,Mark D. Hill,,University of Wisconsin Madison,USA,http://www.cs.wisc.edu/~markhill/markhill.html
A69918,Robert Harper 0001,Robert William Harper Jr.,Carnegie Mellon University,USA,http://www.cs.cmu.edu/~rwh/
A69928,Aidan Hogan,,Universidad de Chile,Chile,http://aidanhogan.com/
A69931,Joshua Zhexue Huang,Zhexue Huang,University of Hong Kong,Hong Kong,http://www.eti.hku.hk/
A69933,Mingsheng Hong,,Cornell University,USA,http://www.cs.cornell.edu/~mshong/
A69934,John L. Hennessy,,Stanford University,USA,http://www.stanford.edu/~hennessy/
A69935,Michael N. Huhns,,University of South Carolina,USA,http://www.cse.sc.edu/~huhns/
